48.21340179,-122.6849976
47.518178,-122.210908
44.34719849,-104.810997
30.007222,-97.853333
32.02019882,-95.74549866
61.87689972,-150.0980072
30.37150002,-87.76439667
34.82244492,-92.44441986
32.376401,-109.936996
33.58250046,-118.1289978
34.12960052,-90.52400208
34.76110077,-119.0589981
37.6432991,-106.0469971
41.91960144,-72.44450378
28.52669907,-81.87480164
30.642778,-86.123889
34.20259857,-83.42900085
34.1753006,-84.92440033
21.36199951,-157.951004
42.05609894,-93.87799835
44.55550003,-115.3050003
40.06230164,-86.21050262
40.20890045,-85.540802
42.27460098,-87.95729828
39.22219849,-96.05529785
38.1833992,-84.89990234
32.53129959,-93.66020203
30.14830017,-91.91899872
41.41960144,-70.92700195
38.672544,-76.709739
43.53730011,-70.92939758
43.15710068,-85.14849854
48.68330002,-96.19200134
39.04999924,-91.03350067
34.10010147,-90.84680176
47.23740005,-111.7419968
36.65420151,-93.79740143
35.541111,-80.597778
41.07450104,-96.90450287
44.65710068,-71.21910095
40.55730057,-74.46710205
41.30329895,-118.5979996
43.13259888,-75.65550232
41.37639999,-83.08329773
41.80199814,-80.56539917
35.45840073,-97.52529907
45.68149948,-121.3160019
40.40359879,-77.55660248
40.43830109,-79.76999664
40.06959915,-75.4552002
18.45330048,-66.36689758
41.90060043,-77.2303009
32.75849915,-81.22480011
45.76910019,-112.9820023
28.72139931,-95.87380219
32.395401,-96.86419678
35.7806015,-86.584198
32.74760056,-97.37000275
33.37040329,-101.9228821
41.36629868,-113.8430023
38.43569946,-77.85720062
36.63880157,-82.11669922
47.15230179,-122.0940018
45.0318985,-92.65579987
48.74580002,-119.3190002
30.14769936,-97.66280365
60.72722244,-151.132782
34.66249847,-86.04720306
34.35760117,-92.78849792
31.4333992,-110.0839996
32.779484,-117.006952
40.21250153,-104.7440033
27.35309982,-81.40809631
30.8288002,-85.73100281
26.68370056,-80.18730164
39.64419937,-83.01820374
41.58190155,-92.46130371
44.79430008,-116.5329971
37.9620018,-87.77890015
41.40230179,-87.8167038
40.18000031,-86.01249695
38.90499878,-90.17340088
39.86470032,-95.26409912
37.79169846,-87.54139709
30.19960022,-91.12789917
32.1590004,-91.70800018
44.32089996,-69.88950348
42.39310074,-72.55200195
39.52249908,-76.3266983
44.08420181,-70.62729645
43.55089951,-83.86219788
43.62519836,-95.22470093
37.8844986,-93.13159943
32.31880188,-90.8832016
47.27080154,-111.7220001
38.49250031,-94.41249847
11.222,169.852005
34.10430145,-77.90419769
48.62639999,-97.82900238
41.54639816,-99.33119965
42.81539917,-71.12439728
40.66870117,-74.41069794
40.58440018,-115.2979965
40.95840073,-72.71679688
41.41839981,-83.01740265
41.42089844,-81.59980011
36.04119873,-96.16139984
45.85540009,-117.4840012
40.16289902,-75.46569824
41.066861,-76.180806
40.84999847,-77.9056015
45.40179825,-122.2289963
33.86500168,-78.66190338
30.262699,-96.500198
27.49110031,-98.66950226
35.92250061,-83.57939911
31.4598999,-100.4380035
29.58160019,-95.30719757
37.12080002,-109.9860001
38.66460037,-77.57969666
47.40819931,-117.3720016
44.02750015,-88.88089752
45.875,-120.6699982
31.31809998,-100.7539978
33.62639999,-85.96720123
34.57400131,-92.582901
36.15420151,-109.5510025
34.56389999,-117.6750031
33.08169937,-116.4410019
41.75510025,-73.05239868
32.09880066,-98.52529907
25.55870056,-80.51509857
29.23940086,-81.22200012
39.91120148,-83.188797
41.0882988,-92.05460358
43.87770081,-116.5370026
41.13059998,-84.99410248
40.63750076,-89.00700378
41.701389,-85.113056
40.17860031,-88.56900024
38.97890091,-95.21970367
37.13510132,-85.78939819
30.051111,-90.702222
42.13610077,-88.28759766
30.44610023,-91.1053009
42.80979919,-71.1391983
39.51810074,-75.8214035
44.66669846,-69.89389801
42.53450012,-84.62830353
47.9858017,-94.68689728
39.30120087,-91.45149994
32.9396019,-90.83730316
47.13749778,-106.488095
35.73920059,-78.78220367
41.15999985,-101.2990036
39.59680176,-75.23349762
35.75550079,-115.6650009
42.26229858,-73.69619751
45.530833,-123.085556
41.24769974,-81.10070038
36.11529922,-97.07949829
44.74990082,-120.2009964
39.87929916,-75.22879791
40.0306619,-75.63021
34.84059906,-82.60690308
30.27104167,-97.74469757
29.70019913,-95.38739777
36.18330002,-82.67890167
30.55349922,-97.60610199
31.73220062,-97.36889648
37.00830078,-110.7949982
38.0990833,-106.1743889
36.898,-82.078
37.71440125,-77.21179962
44.40110016,-72.26360321
46.02280045,-92.895401
47.58179855,-117.4369965
42.52339935,-88.01670074
46.963889,-119.641667
39.65361111,-79.95611111
32.58209991,-97.14250183
61.66830063,-149.1880035
31.23119926,-85.64969635
36.000633,-93.57025
32.68280029,-114.6340027
47.15890121,-67.93199921
34.13779831,-118.7139969
38.6106987,-122.3909988
40.2149839,-104.9844228
41.77370071,-73.11620331
30.91889954,-86.21829987
25.96089935,-80.1391983
26.5230999,-81.40830231
32.07139969,-84.71440125
43.13750076,-93.06829834
45.91410065,-114.8359985
41.02870178,-84.99720001
41.15670013,-88.01670074
39.64199829,-86.5042038
39.72589874,-89.26399994
37.26620102,-95.959198
37.53689957,-84.40720367
32.26530075,-91.69779968
41.74890137,-87.93509674
31.25219917,-92.47579956
34.71969986,-97.21399689
42.69120026,-70.91230011
39.25009918,-76.2052002
44.6570015,-67.55919647
36.42979813,-89.68009949
32.31890106,-90.16809845
34.008099,-78.2911
41.72219849,-98.30899811
42.9239006,-70.95140076
40.7140007,-74.03150177
43.55199814,-76.09020233
41.28839874,-81.96260071
35.85340118,-97.56749725
45.44150162,-117.3509979
39.95479965,-75.17819977
40.30009842,-76.85800171
40.14279938,-77.86190033
45.85150146,-123.2419968
29.8090992,-96.26509857
30.7220993,-97.79139709
35.556998,-89.552903
33.12929916,-97.3585968
32.12919998,-97.40419769
37.03329849,-110.3170013
37.41109848,-105.552002
37.2242012,-78.41860199
45.01330185,-73.08670044
47.64820099,-117.4140015
42.65110016,-88.74590302
48.702222,-118.0475
33.07929993,-91.54319763
46.30379868,-95.4394989
61.627619,-149.575331
31.38839912,-85.97239685
35.54449844,-92.18489838
33.28580093,-111.7529984
44.9070015,-68.80500031
34.87080002,-116.8339996
35.15719986,-118.2890015
37.38750076,-103.6910019
26.90839958,-80.3289032
28.64170074,-81.88500214
27.95339966,-82.8042984
33.7533989,-84.16210175
38.4333992,-86.69110107
41.84140015,-91.83429718
43.46269989,-116.3590012
41.59949875,-88.86990356
39.28279877,-87.3035965
40.54639816,-91.27429962
37.69580078,-97.37249756
37.52590179,-83.34519958
29.84600067,-90.02780151
41.87360001,-88.49690247
30.70789909,-91.32019806
42.69060135,-71.60900116
39.29140091,-76.5463028
42.25109863,-84.3914032
47.65190125,-92.41670227
39.23059845,-94.80439758
48.55830002,-112.1090012
41.43199921,-74.39160156
34.82749939,-78.93029785
46.74890137,-101.6689987
40.68000031,-95.86170197
42.92839813,-70.97309875
39.95009995,-74.99960327
42.84280014,-76.44529724
41.1147995,-80.65699768
41.50979996,-80.59120178
39.73479843,-84.38220215
36.54169846,-94.83360291
45.46509933,-123.0800018
42.00839996,-78.25810242
40.382733,-76.772533
40.40230179,-79.9213028
29.94190025,-96.24610138
37.58390045,-97.25309753
30.90850067,-97.11689758
30.31270027,-95.02690125
35.69729996,-86.95690155
32.12070084,-96.17910004
30.05760002,-95.81289673
38.24900055,-78.8553009
47.68629837,-117.197998
45.66270065,-92.45020294
46.92499924,-122.5530014
33.3246994,-97.04419708
45.83000183,-96.16059875
61.6959639,-149.9549028
31.12520027,-85.97910309
35.19449997,-92.80020142
33.56669998,-112.0690002
44.44800186,-68.56970215
35.13890076,-119.4509964
39.49769974,-121.7710037
39.2635994,-104.427002
41.45289993,-72.24960327
43.0644989,-82.72380066
25.3253994,-80.27480316
30.41799927,-83.28379822
26.60540009,-81.85949707
33.67499924,-83.76309967
39.05870056,-86.44609833
42.27819824,-113.3050003
39.01060104,-85.64080048
39.57369995,-85.91390228
41.11259842,-98.05169678
37.73419952,-96.93669891
38.08060074,-85.69329834
29.93709946,-90.18370056
32.51810074,-91.98899841
41.91699982,-70.70950317
39.60829926,-77.05190277
43.73830032,-70.33920288
43.86420059,-85.02390289
44.05500031,-95.90950012
38.65000153,-93.61689758
48.42110062,-106.5279999
40.01679993,-77.00389862
34.83319855,-80.75119781
43.17559814,-72.06390381
40.79180145,-73.99539948
42.66640091,-74.76499939
39.93730164,-81.6835022
34.63339996,-99.03369904
45.42179871,-122.6200027
40.998889,-78.125278
39.77280045,-99.36009979
29.2404995,-95.34470367
27.72109985,-97.51280212
35.5685997,-84.2410965
30.625,-97.57279968
33.18399811,-96.44799805
41.7166667,-112.4472222
36.81959915,-78.78309631
44.44720078,-72.91470337
47.65179825,-117.4250031
42.96530151,-88.39150238
32.54219818,-97.39170074
46.95550156,-93.59690094
61.569639,-149.724439
35.141944,-90.19
33.41740036,-111.836998
44,-69.88710022
38.69490051,-120.8270035
37.85960007,-120.5540009
36.172031,-119.306181
38.73249817,-104.0410004
41.89599991,-73.0931015
34.53179932,-96.23310089
26.57979965,-81.48370361
27.36310005,-80.77279663
27.08449936,-81.3286972
40.11090088,-81.52619934
31.42580032,-81.2858963
43.56930161,-116.7770004
41.64590073,-85.42639923
41.57699966,-89.79399872
41.223056,-85.830556
37.97779846,-89.20290375
39.03469849,-97.58000183
36.97259903,-84.62609863
29.95299911,-90.18260193
41.07529831,-88.48919678
30.40360069,-92.02359772
42.29399872,-71.49620056
39.38830185,-76.61000061
44.81420135,-70.34529877
42.73419952,-84.53659821
47.66939926,-93.05439758
37.39559937,-94.28379822
34.66220093,-89.86830139
47.06389999,-108.8170013
40.29180145,-76.32879639
36.06760025,-80.46559906
47.32310104,-102.0979996
42.43170166,-97.07949829
44.06129837,-71.13580322
40.76259995,-74.30400085
41.36809921,-74.50559998
41.29169846,-80.56369781
34.93149948,-95.25830078
42.83929825,-121.1169968
41.0583992,-75.49960327
40.04589844,-76.28079987
41.48949814,-71.62059784
29.95190048,-98.22450256
29.97599983,-98.74359894
26.88780022,-98.50720215
32.85820007,-97.74749756
41.51570129,-115.8600006
37.55400085,-79.74980164
47.57429886,-122.5479965
43.04359818,-90.35510254
30.479253,-96.504031
29.10810089,-95.77749634
61.589361,-149.847333
33.27320099,-93.23989868
31.9253006,-110.038002
36.20554,-121.132503
39.11380005,-121.0569992
36.182556,-119.313572
38.05559921,-103.6529999
27.24559975,-81.4131012
28.67110062,-82.08730316
27.05559921,-81.97059631
31.11129951,-83.68409729
48.60580063,-93.3707962
41.74580002,-92.40930176
45.10390091,-114.8550034
38.44729996,-86.44499969
41.53639984,-88.05259705
41.1208992,-85.42500305
42.26499939,-89.07430267
38.70700073,-95.13829803
38.23899841,-85.63939667
29.12330055,-90.2016983
42.4681015,-88.74320221
30.82439995,-91.38459778
42.3042984,-71.50589752
43.34080124,-70.85469818
42.70809937,-84.56079865
44.77999878,-95.66359711
37.3783989,-93.36329651
41.83259964,-73.87599945
35.32929993,-79.02999878
41.33330154,-96.19360352
40.65370178,-74.68650055
41.92890167,-74.04889679
36.35449982,-95.86389923
45.587235,-121.163827
40.82699966,-77.98809814
40.56200027,-75.1427002
48.84090042,-117.2839966
33.282101,-97.497002
32.26679993,-97.86699677
35.94169998,-83.94400024
29.48240089,-103.1650009
30.7390995,-102.0240021
36.97650146,-80.49389648
38.09080124,-78.98500061
38.86869812,-77.00749969
47.71039963,-117.4069977
44.00360107,-91.30760193
29.43300056,-98.49220276
44.8166008,-93.01550293
61.934601,-162.899994
64.39250183,-146.8619995
61.6169014,-149.3220062
61.725556,-150.678611
62.03590012,-150.4940033
61.35649872,-142.7330017
61.80339813,-147.9440002
59.77610016,-150.9589996
64.89579773,-147.496994
61.33259964,-150.0590057
34.68840027,-86.58889771
30.44389915,-87.6568985
33.27500153,-85.83329773
31.43059921,-86.94029999
34.44079971,-85.75640106
31.03219986,-87.25279999
31.12719917,-87.07330322
34.00830078,-85.96530151
33.46390152,-86.77310181
34.84999847,-87.63249969
36.18149948,-94.13710022
35.09469986,-93.20200348
35.26679993,-90.35009766
35.89899826,-93.26100159
36.40790176,-94.45690155
35.83620071,-90.70179749
34.48149872,-93.03099823
33.95009995,-91.18119812
33.95009995,-93.85209656
36.40010071,-93.74349976
33.48130035,-112.0400009
32.30089951,-111.3239975
33.77809906,-113.6419983
32.9822998,-112.2870026
33.86589813,-112.6029968
33.4817009,-112.0770035
33.44369888,-111.9629974
44.76369858,-68.76779938
44.11669922,-72.82710266
39.4878006,-94.78050232
41.77090073,-88.70339966
43.57640076,-85.2806015
41.52199936,-89.13259888
41.51950073,-88.60559845
40.63819885,-74.97570038
33.9233017,-118.2419968
34.98830032,-120.4580002
34.04919815,-118.4560013
34.58750153,-120.0130005
34.62220001,-120.0650024
33.14310074,-116.7450027
32.7494444,-116.0161111
33.75699997,-118.0879974
33.42779922,-116.8430023
35.59500122,-120.3389969
38.74079895,-108.052002
40.2610917,-103.7963389
38.65250015,-104.2340012
40.34799957,-104.5279999
40.14630127,-104.887001
37.4905014,-104.1439972
39.97169876,-105.0849991
40.00469971,-105.0719986
38.07109833,-102.6090012
39.60309982,-105.0910034
37.11800003,-119.913002
34.56940079,-117.5559998
32.59389877,-117.0849991
32.6330986,-116.8929977
34.15719986,-118.2549973
33.67060089,-117.8580017
34.69469833,-118.2829971
34.054901,-118.264967
35.59130096,-117.6340027
33.74110031,-117.151001
40.17890167,-105.1259995
40.03329849,-105.1240005
38.85189819,-106.93282
39.88940048,-104.5449982
40.58990097,-105.0459976
39.83330154,-103.5899963
38.2193985,-108.2129974
40.58549881,-105.0400009
40.20830154,-105.0130005
37.65829849,-106.0339966
41.88119888,-73.48100281
41.48479843,-72.7562027
41.71699905,-72.22589874
41.66159821,-72.78790283
41.50619888,-72.93979645
41.7745018,-72.6989975
41.59680176,-72.70449829
41.18840027,-73.16619873
41.4056015,-73.44470215
41.75450134,-72.67870331
40.47499847,-96.9878006
40.79059982,-83.82910156
44.958,-84.9587
40.75450134,-93.24130249
25.81290054,-80.33889771
27.3039,-81.880403
30.119753,-83.592732
28.5727778,-81.6286111
29.26749992,-81.23010254
30.21409988,-85.87220001
25.95999264,-80.2370026
30.49640083,-86.09380341
29.3614006,-82.20819855
30.82019997,-86.3443985
27.90749931,-80.48639679
30.65209961,-86.10939789
26.73060036,-81.16390228
29.98329926,-82.83560181
28.78779984,-81.16419983
29.60280037,-82.98169708
30.70499992,-85.37830353
28.45859909,-81.34970093
27.80590057,-82.14009857
28.61030006,-81.41940308
30.19389915,-81.68190002
26.39389992,-81.02310181
43.10319901,-78.70330048
47.8263,-90.3835
33.35620117,-84.36710358
34.47790146,-82.89710236
34.37789917,-82.9457016
33.77009964,-85.06079865
33.81290054,-83.50569916
34.45479965,-84.28910065
33.73339844,-83.81880188
33.6833992,-84.99990082
30.88710022,-83.41600037
32.71390152,-84.02749634
33.78210068,-84.80079651
31.66550064,-83.44709778
34.90470123,-85.45970154
33.33140182,-84.26670074
34.5617981,-83.71350098
33.52030182,-82.37249756
32.69390106,-81.79859924
40.42160034,-91.70629883
39.47669983,-87.09970093
41.31689835,-93.09600067
42.05830002,-94.86830139
41.71549988,-94.93859863
42.43470001,-92.32800293
41.03340149,-91.05010223
40.87220001,-93.26270294
41.65969849,-92.28990173
41.03889847,-94.46690369
42.22800064,-91.75099945
40.83340073,-91.30010223
43.60639954,-115.1070023
42.64120102,-114.6050034
44.44290161,-113.7730026
43.07580185,-115.6729965
43.04769897,-114.4700012
43.05310059,-116.461998
45.1739006,-113.8909988
43.230308,-116.763192
45.775197,-116.178475
40.25999832,-85.25330353
40.42810059,-86.15329742
41.45729828,-86.12439728
40.6278,-86.037804
40.65950012,-86.85720062
41.64310074,-85.82969666
39.79560089,-85.78610229
41.32479858,-87.47589874
39.53419876,-86.57720184
38.08670044,-88.53890228
41.86090088,-87.83640289
38.803056,-88.997778
40.1570015,-87.67449951
41.81890106,-88.00779724
41.96310043,-88.71730042
41.87250137,-88.72370148
41.85480118,-88.78730011
38.5,-87.59590149
40.82780075,-85.08609772
41.11669922,-86.66670227
41.12779999,-84.94719696
38.32899857,-86.03359985
39.92250061,-86.22609711
39.83729935,-86.11859894
37.99309921,-87.95140076
41.48109818,-90.5714035
42.0931015,-87.8526001
41.66080093,-89.69360352
39.76250076,-88.67150116
37.36560059,-89.16359711
39.93640137,-91.39900208
41.70840073,-89.20290375
31.60020065,-85.23880005
29.61800003,-82.50869751
36.178496,-95.580468
38.63330078,-95.9253006
38.56000137,-95.30909729
38.56669998,-95.36689758
38.807239,-95.370056
37.45220184,-97.31780243
37.69279861,-97.88639832
37.38249969,-95.37470245
37.51589966,-96.9197998
38.62279892,-84.77890015
36.7655983,-86.61830139
37.50559998,-86.83750153
38.56140137,-83.95279694
37.56439972,-87.08190155
36.8125,-86.375
38.2682991,-82.57749939
36.63610077,-88.99859619
37.11719894,-83.73609924
37.11360168,-82.8035965
37.4858017,-117.1910019
37.7179985,-117.237999
31.92320061,-92.64569855
30.00849915,-93.40019989
30.22940063,-90.9733963
30.27799988,-90.96320343
32.7492981,-93.87349701
32.86410141,-93.98899841
29.25799942,-89.96369934
29.2586,-89.959198
29.25580025,-89.96759796
32.25170135,-92.71279907
30.5862999,-90.8615036
42.26470184,-88.73000336
39.09420013,-90.31340027
40.73889923,-90.38069916
39.05500031,-90.34210205
41.4192009,-89.12310028
40.11000061,-88.07839966
41.69839859,-88.60759735
41.65000153,-88.61669922
42.183399,-90.255698
29.74970055,-90.7358017
29.11639977,-90.20220184
29.29669952,-89.37439728
30.808701,-92.188003
30.30690002,-92.12979889
30.78770065,-92.05039978
30.6128006,-91.48419952
30.28580093,-92.94129944
32.50429916,-91.98210144
42.36370087,-71.06890106
42.54090118,-71.76280212
41.78739929,-71.23179626
42.33359909,-71.07170105
42.05590057,-71.05590057
42.36510086,-71.13259888
42.40449905,-71.07060242
42.50310135,-71.90840149
39.13759995,-76.62329865
39.18730164,-75.79270172
38.28789902,-76.86750031
39.29729843,-76.59329987
39.26679993,-76.18720245
39.08760071,-76.88159943
39.38119888,-77.10579681
38.90930176,-76.11969757
39.2458992,-76.67610168
38.56100082,-76.59660339
44.742469,-68.474403
42.970001,-85.6659
44.140301,-84.4375
44.52220154,-83.6832962
44.63339996,-84.48339844
46.27019882,-87.3864975
46.38750076,-85.18399811
42.04309845,-83.35939789
44.90000153,-84.30000305
42.36750031,-83.08439636
44.7969017,-92.98410034
44.26250076,-94.06970215
46.13330078,-93.00299835
46.67779922,-94.29250336
46.47719955,-94.30310059
44.30720139,-94.91690063
43.66220093,-92.40429688
47.89910126,-91.8730011
45.13579941,-92.85939789
45.31330109,-93.71759796
38.41030121,-93.85019684
38.54449844,-94.09470367
37.7867012,-90.78009796
38.44029999,-94.59329987
39.08530045,-94.57379913
40.13339996,-92.10019684
40.11669922,-92.26689911
38.80329895,-90.77629852
39.1405983,-90.73680115
38.72949982,-90.27839661
32.47499847,-88.61669922
31.42519951,-90.9029007
31.54179955,-89.39170074
34.34780121,-89.51899719
30.37599945,-89.0861969
33.39179993,-90.91680145
30.30130005,-89.23449707
34.34260178,-89.14309692
33.69929886,-91.1651001
33.80070114,-89.02729797
47.49750137,-112.3909988
48.17969894,-110.1090012
46.25080109,-114.0670013
46.27859879,-114.1409988
45.63420105,-108.848999
48.04059982,-114.6790009
47.66080093,-115.4039993
48.48669815,-113.9980011
48.48329926,-114.4929962
37.23469925,-91.09359741
37.24670029,-94.17389679
38.7745018,-90.23899841
39.71120071,-91.45069885
39.61610031,-92.86689758
38.71969986,-93.99440002
39.07329941,-93.73590088
38.875,-94.13970184
37.43870163,-89.75900269
44.33390045,-92.94329834
45.66999817,-111.0189972
39.29109955,-94.44219971
39.20230103,-75.48549652
39.14960098,-75.50489807
39.01259995,-75.53350067
46.24549866,-97.03759766
48.00109863,-99.56289673
46.75,-103.8010025
35.3987999,-77.9496994
35.45709991,-82.37539673
35.20489883,-79.45670319
35.87519836,-76.6996994
35.78680038,-78.58580017
35.91889954,-77.78919983
36.13130188,-77.41889954
36.35720062,-79.99749756
35.75569916,-80.73529816
36.33069992,-78.4496994
47.92919922,-99.40039825
46.05500031,-99.917099
46.46530151,-100.1050034
41.84999847,-101.9499969
42.40719986,-101.9319992
41.86660004,-101.9169998
40.66719818,-96.18640137
40.09719849,-98.95040131
41.02109909,-102.0179977
40.43330002,-98.07060242
39.35897025,-74.4346717
39.90729904,-74.23490143
40.75289917,-74.43990326
39.96680069,-74.79959869
40.94070053,-74.46150208
40.88589859,-74.70570374
39.31679916,-74.63289642
40.7378006,-74.11889648
40.70230103,-74.15070343
40.47729874,-74.40789795
42.33399963,-78.79090118
43.36169815,-76.22019958
42.98339844,-74.0161972
42.69589996,-77.79219818
40.72589874,-73.55370331
41.60620117,-73.82759857
42.43840027,-76.08879852
41.10250092,-73.72609711
41.92089844,-73.67040253
43.01029968,-75.82689667
31.82369995,-107.6269989
33.52090073,-108.5429993
36.1935997,-115.3010025
43.70009995,-73.98290253
43.1391983,-73.65319824
43.31399918,-74.93209839
43.09420013,-75.64959717
42.92839813,-76.6155014
43.03760147,-74.18430328
42.99729919,-74.24539948
37.05830002,-121.1259995
39.9435997,-122.1709976
41.84569931,-123.9850006
41.44390106,-81.32759857
39.97060013,-83.91159821
39.27920151,-84.56469727
40.085621,-84.228562
39.6006012,-84.0196991
40.1432991,-84.17189789
40.18840027,-84.25610352
40.07170105,-83.22989655
40.73590088,-81.24680328
41.17919922,-83.41519928
39.35979843,-83.41770172
41.38209915,-82.7161026
41.32426453,-81.15930939
41.83810043,-80.64369965
38.89450073,-83.1135025
35.6833992,-97.43360138
34.6570015,-97.40170288
35.52980042,-97.98390198
35.61949921,-98.52259827
34.66059875,-96.25360107
35.88890076,-97.40029907
35.80170059,-97.38610077
36.25,-99.87539673
36.29249954,-97.5931015
36.21340179,-96.63700104
42.33869934,-122.8619995
42.1332016,-123.4509964
42.01900101,-121.7040024
44.61650085,-121.2679977
42.50350189,-122.8550034
42.83399963,-117.6289978
44.85400009,-123.2639999
42.48479843,-122.8659973
45.59260178,-121.5490036
40.12120056,-75.40599823
39.8321991,-99.5687027
39.7947998,-76.64720154
40.32839966,-75.24130249
40.11819839,-75.40129852
40.31679916,-77.12470245
41.74950027,-76.7602005
40.23759842,-76.72470093
41.49449921,-79.8309021
40.63090134,-77.85030365
39.88479996,-75.41490173
41.40000153,-75.63529968
40.33340073,-75.21630096
41.4435997,-80.15390015
40.69940186,-79.61889648
41.07310104,-80.07029724
40.15869904,-75.46340179
40.41289902,-77.24140167
41.77920151,-79.5983963
40.16899872,-77.99250031
40.12829971,-77.63140106
41.61669922,-79.68309784
41.7195015,-79.67780304
41.3708992,-79.34169769
39.98149872,-76.67140198
40.98949814,-75.751297
40.49039841,-76.76660156
41.00839996,-78.56089783
40.87929916,-75.19270325
39.94950104,-76.55329895
40.52230072,-76.84549713
42.13259888,-80.0861969
40.18289948,-74.86789703
38.2234993,-122.4499969
36.58160019,-119.6579971
40.52209854,-121.8180008
38.25770187,-122.4339981
38.40390015,-93.33300018
31.99069977,-93.30740356
39.19449997,-99.30339813
47.84579849,-113.4089966
39.37720108,-99.29509735
46.23740005,-116.2429962
45.42499924,-100.8919983
42.97219849,-96.98020172
44.91109848,-97.11949921
45.26940155,-103.2170029
44.30810165,-96.76470184
43.8064003,-103.637001
44.28889847,-101.8259964
43.5243988,-101.7340012
43.78279877,-100.2929993
43.82500076,-103.6360016
37.31389999,-89.99729919
33.126202,-96.683601
29.3932991,-94.98519897
34.2195015,-101.9800034
34.21670151,-101.9250031
30.30430031,-102.1380005
32.4978981,-96.27050018
29.61470032,-95.35489655
27.8477993,-97.22299957
30.14819908,-103.8929977
33.84870148,-95.40720367
29.39109993,-94.76409912
29.69300079,-101.1620026
27.77980042,-97.41419983
32.80009842,-97.16699982
33.92919922,-100.8420029
31.08099937,-96.21520233
27.43379974,-99.18589783
32.20429993,-98.66560364
30.25180054,-98.62249756
30.54050064,-96.22250366
30.53960037,-96.22609711
35.67670059,-86.896698
35.22230148,-86.22000122
35.65589905,-84.1855011
35.91759872,-84.10019684
35.99169922,-83.92769623
35.86740112,-86.49780273
36.1833992,-84.09909821
35.92359924,-84.0911026
35.04919815,-85.29049683
35.95619965,-83.9382019
33.02289963,-97.12249756
33.09870148,-97.27249908
32.94869995,-97.3289032
29.81739998,-95.66329956
30.09189987,-96.79499817
30.44190025,-95.18630219
29.71610069,-95.47689819
32.83349991,-98.12529755
26.15040016,-97.88359833
30.01549911,-97.73719788
14.96329975,145.6419983
32.41960144,-97.71279907
32.35400009,-97.67639923
32.76259995,-97.05860138
32.16630173,-94.34600067
32.71170044,-97.02719879
33.02399826,-97.11969757
29.50519943,-97.99690247
32.95009995,-97.15029907
33.18040085,-96.04329681
